,mail_id,label,prob,true_label
0,4658,phishing,90%,1
1,5140,phishing,95%,1
2,5136,phishing,95,1
3,4389,phishing,85,1
4,4390,phishing,95,1
5,4318,phishing,100,1
6,4319,phishing,95,1
7,4765,phishing,85,1
8,4763,phishing,85%,1
9,4766,phishing,95,1
10,4764,phishing,85,1
11,4759,phishing,95,1
12,5694,phishing,95,1
13,5695,phishing,85%,1
14,5693,phishing,95,1
15,5684,phishing,99,1
16,5689,phishing,95,1
17,5688,phishing,95,1
18,5683,phishing,100%,1
19,4720,phishing,95,1
20,872,phishing,95%,1
21,1547,phishing,99,1
22,1546,phishing,100,1
23,724,phishing,100,1
24,135,phishing,100,1
25,2041,phishing,95,1
26,2652,phishing,100%,1
27,1273,phishing,95,1
28,1333,phishing,100,1
29,2135,phishing,100,1
30,5585,phishing,85,1
31,5583,phishing,95,1
32,5576,phishing,100%,1
33,5582,phishing,95,1
34,5579,phishing,95,1
35,5577,phishing,95,1
36,5575,phishing,95,1
37,5587,phishing,95,1
38,5570,legit,10%,1
39,5569,phishing,95,1
40,5573,phishing,100,1
41,5568,phishing,95,1
42,5581,phishing,95,1
43,5566,phishing,95%,1
44,5580,phishing,95,1
45,5572,phishing,95%,1
46,2887,phishing,100%,1
47,278,phishing,100,1
48,4976,phishing,85,1
49,4974,phishing,85,1
