,mail_id,label,prob,true_label
0,563,legit,10,0
1,562,legit,10,0
2,1002,legit,5,0
3,560,phishing,85,0
4,1459,legit,5,0
5,1455,legit,5%,0
6,998,legit,5,0
7,1458,legit,5,0
8,1457,legit,5,0
9,559,legit,10,0
10,997,legit,5,0
11,1454,legit,5,0
12,556,legit,10%,0
13,1000,legit,10%,0
14,4072,legit,5,0
15,999,legit,5,0
16,555,legit,5%,0
17,554,legit,5%,0
18,996,legit,5,0
19,550,legit,5,0
20,558,legit,5,0
21,1452,legit,5,0
22,1450,legit,5,0
23,995,legit,5,0
24,1748,legit,5,0
25,1779,legit,5,0
26,1778,legit,5,0
27,992,legit,5,0
28,994,legit,5,0
29,3879,legit,5,0
30,3877,phishing,85%,0
31,3876,legit,10%,0
32,3875,legit,5%,0
33,3874,phishing,85,0
34,3873,phishing,90%,0
35,3872,legit,5,0
36,3869,legit,10%,0
37,3871,legit,5%,0
38,4002,legit,5,0
39,3867,legit,5%,0
40,3870,legit,10%,0
41,3868,legit,10%,0
42,3864,legit,5%,0
43,3866,legit,10%,0
44,1176,legit,5,0
45,937,legit,5%,0
46,1539,legit,5,0
47,1178,legit,5,0
48,1177,legit,5,0
49,1174,legit,5,0
