,mail_id,label,prob,true_label
0,4473,phishing,85,1
1,4472,phishing,95,1
2,4469,phishing,95,1
3,4467,phishing,95%,1
4,2632,phishing,95,1
5,816,phishing,90,1
6,1701,phishing,100,1
7,1702,phishing,100,1
8,3047,phishing,100%,1
9,640,phishing,100,1
10,5266,phishing,95,1
11,5272,phishing,90,1
12,5271,phishing,95,1
13,5289,phishing,95,1
14,5268,phishing,85,1
15,5264,phishing,95,1
16,5269,phishing,90,1
17,5261,phishing,95,1
18,4211,phishing,95,1
19,5256,phishing,95,1
20,1587,phishing,99,1
21,3088,phishing,95,1
22,1201,phishing,100,1
23,57,phishing,95,1
24,903,phishing,100%,1
25,902,phishing,100%,1
26,4890,phishing,95,1
27,4885,phishing,95,1
28,4881,phishing,95,1
29,4887,phishing,95,1
30,4878,phishing,95,1
31,4879,phishing,100,1
32,4875,phishing,95,1
33,4873,phishing,95%,1
34,1918,phishing,100,1
35,1915,phishing,100%,1
36,1800,phishing,100%,1
37,1803,phishing,100,1
38,1045,phishing,100,1
39,3281,phishing,100,1
40,3280,phishing,100,1
41,3284,phishing,100,1
42,2975,phishing,100%,1
43,2223,phishing,100,1
44,2221,phishing,100%,1
45,549,phishing,100,1
46,547,phishing,100,1
47,950,phishing,100,1
48,4707,phishing,85,1
49,3136,phishing,100,1
