,mail_id,label,prob,true_label
0,2045,legit,5,0
1,2035,legit,5,0
2,2033,legit,5%,0
3,2029,legit,5,0
4,4053,legit,5%,0
5,1136,legit,5,0
6,2974,legit,5,0
7,3210,legit,0%,0
8,3211,legit,5,0
9,2603,legit,5,0
10,2604,legit,0%,0
11,2602,legit,5%,0
12,3208,legit,5,0
13,3207,legit,5,0
14,2601,legit,5,0
15,2600,legit,0%,0
16,3389,legit,5,0
17,3388,legit,5,0
18,3387,legit,5,0
19,389,legit,5,0
20,304,legit,5,0
21,325,legit,5%,0
22,303,legit,5,0
23,1547,legit,5%,0
24,302,legit,5%,0
25,301,legit,5%,0
26,395,legit,5,0
27,1025,legit,5,0
28,1120,legit,5%,0
29,1119,legit,5,0
30,1118,legit,5,0
31,1117,legit,5,0
32,1026,legit,5,0
33,707,legit,5,0
34,705,legit,5,0
35,1504,legit,5,0
36,703,legit,5,0
37,702,legit,5%,0
38,697,legit,5,0
39,696,legit,5%,0
