,mail_id,label,prob,true_label
0,285,phishing,99,1
1,439,phishing,99,1
2,2753,phishing,100,1
3,5027,phishing,99,1
4,5026,phishing,95,1
5,5020,phishing,99,1
6,5022,phishing,99,1
7,5024,phishing,99,1
8,5023,phishing,99,1
9,5031,phishing,98,1
10,5019,phishing,95,1
11,5015,phishing,99,1
12,5021,phishing,99,1
13,5016,phishing,95,1
14,1382,phishing,100,1
15,1381,phishing,100,1
16,387,phishing,95,1
17,912,phishing,95,1
18,2997,phishing,99,1
19,2996,phishing,100,1
20,2278,phishing,100,1
21,831,phishing,100,1
22,573,phishing,100,1
23,4243,phishing,100,1
24,4248,phishing,99,1
25,4260,phishing,95%,1
26,4231,phishing,95,1
27,4234,phishing,99,1
28,4233,phishing,95,1
29,2550,phishing,100,1
30,2548,phishing,99,1
31,5787,phishing,99%,1
32,31,phishing,100,1
33,5786,phishing,95,1
34,1196,phishing,100,1
35,4712,phishing,95,1
36,3168,phishing,99,1
37,4590,phishing,99,1
38,4594,phishing,98,1
39,100,phishing,99,1
