,mail_id,label,prob,true_label
0,5399,phishing,99,1
1,5418,phishing,100%,1
2,5396,phishing,100,1
3,5402,phishing,100%,1
4,5392,phishing,100%,1
5,5408,phishing,99,1
6,5391,phishing,100,1
7,5388,phishing,100,1
8,5378,phishing,99,1
9,5394,phishing,99,1
10,5362,phishing,100,1
11,5361,phishing,100,1
12,5398,phishing,100%,1
13,5384,phishing,100,1
14,5372,phishing,100,1
15,5376,phishing,100,1
16,5375,phishing,100,1
17,5363,phishing,100,1
18,5373,phishing,100,1
19,5406,phishing,100,1
20,5368,phishing,100,1
21,5357,phishing,99%,1
22,5336,phishing,100,1
23,5356,phishing,100,1
24,5379,phishing,100%,1
