,mail_id,label,prob,true_label
0,4235,phishing,100,1
1,4225,phishing,100,1
2,4220,phishing,99,1
3,4222,phishing,100%,1
4,2545,phishing,100,1
5,957,phishing,100,1
6,5785,phishing,95,1
7,3166,phishing,100,1
8,3164,phishing,99,1
9,3163,phishing,100,1
10,3165,phishing,100,1
11,3161,phishing,100,1
12,1425,phishing,100%,1
13,1426,phishing,100,1
14,1427,phishing,100,1
15,1420,phishing,100,1
16,4704,phishing,95,1
17,326,phishing,100,1
18,327,phishing,100,1
19,218,phishing,99,1
20,4688,phishing,99,1
21,2376,phishing,100%,1
22,2373,phishing,100%,1
23,2374,phishing,100,1
24,1096,phishing,100,1
25,555,phishing,100%,1
26,2031,phishing,99,1
27,2029,phishing,100,1
28,4534,phishing,95,1
29,4535,phishing,99,1
30,4532,phishing,95,1
31,4530,phishing,95,1
32,4531,phishing,95,1
33,4524,phishing,95,1
34,4525,phishing,95,1
35,4526,phishing,99,1
36,4517,phishing,99,1
37,4509,phishing,95,1
38,4515,phishing,99,1
39,4521,phishing,99%,1
