,mail_id,label,prob,true_label
0,558,legit,5,0
1,1452,legit,0%,0
2,1450,legit,5,0
3,995,legit,1,0
4,1748,legit,5,0
5,1779,legit,5,0
6,1778,legit,5,0
7,992,legit,5,0
8,994,legit,5,0
9,3879,legit,5%,0
10,3877,legit,5,0
11,3876,legit,5%,0
12,3875,legit,5%,0
13,3874,legit,5%,0
14,3873,legit,5,0
15,3872,legit,5,0
16,3869,legit,5%,0
17,3871,legit,5%,0
18,4002,legit,5%,0
19,3867,legit,5%,0
20,3870,legit,5%,0
21,3868,legit,5,0
22,3864,legit,5%,0
23,3866,legit,5%,0
24,1176,legit,5,0
25,937,legit,0%,0
26,1539,legit,5,0
27,1178,legit,5,0
28,1177,legit,5,0
29,1174,legit,5,0
30,1172,legit,0,0
31,1175,legit,5,0
32,1170,legit,1,0
33,1171,legit,5,0
34,1173,legit,5%,0
35,266,legit,5,0
36,935,legit,5,0
37,2367,legit,5,0
38,2368,legit,5,0
39,2365,legit,5,0
