,mail_id,label,prob,true_label
0,1067,phishing,100,1
1,1158,phishing,100%,1
2,94,phishing,100,1
3,4321,phishing,100%,1
4,1295,phishing,100,1
5,1672,phishing,100,1
6,585,phishing,100,1
7,498,phishing,100,1
8,4725,phishing,100,1
9,1561,phishing,100%,1
10,1112,phishing,100%,1
11,2402,phishing,100,1
12,1749,phishing,100,1
13,1028,phishing,100,1
14,3240,phishing,100,1
15,3239,phishing,100,1
16,524,phishing,100,1
17,523,phishing,100,1
18,558,phishing,100%,1
19,5699,phishing,100,1
20,5691,phishing,100,1
21,5679,phishing,99,1
22,2470,phishing,100,1
23,3310,phishing,100,1
24,1521,phishing,100,1
