,mail_id,label,prob,true_label
0,2005,phishing,100,1
1,2001,phishing,95,1
2,4432,phishing,85,1
3,4428,legit,10,1
4,4427,phishing,95,1
5,4426,phishing,85,1
6,4422,phishing,95,1
7,4418,phishing,90%,1
8,4424,phishing,95,1
9,4423,phishing,100,1
10,4421,phishing,100,1
11,4420,phishing,85,1
12,2617,phishing,99,1
13,2615,phishing,95,1
14,1306,phishing,95,1
15,1305,phishing,95,1
16,3211,phishing,95,1
17,1692,phishing,95,1
18,1693,phishing,85,1
19,597,phishing,95,1
20,861,phishing,95,1
21,5217,phishing,95,1
22,5212,phishing,85%,1
23,5200,phishing,90,1
24,5199,phishing,85,1
