,mail_id,label,prob,true_label
0,1251,phishing,100%,1
1,1252,phishing,100,1
2,1040,phishing,90,1
3,5164,phishing,100,1
4,5166,phishing,95,1
5,2334,phishing,100,1
6,2332,phishing,100,1
7,2330,phishing,100%,1
8,2324,phishing,95,1
9,1159,phishing,95,1
10,1986,phishing,100%,1
11,1983,phishing,99,1
12,4343,phishing,85,1
13,4340,phishing,100%,1
14,4392,phishing,95,1
15,4342,phishing,95,1
16,4338,phishing,90,1
17,4391,phishing,95,1
18,4388,phishing,95,1
19,4324,phishing,95%,1
20,4334,phishing,95,1
21,2586,phishing,99,1
22,2585,phishing,100,1
23,222,phishing,100,1
24,221,phishing,100,1
25,1673,phishing,100,1
26,587,phishing,95,1
27,978,phishing,99%,1
28,2070,phishing,95,1
29,1297,phishing,85,1
30,311,phishing,95,1
31,256,phishing,100,1
32,1122,phishing,85,1
33,1119,phishing,95,1
34,1120,phishing,95,1
35,1121,phishing,100,1
36,2683,phishing,100,1
37,2681,phishing,100,1
38,2682,phishing,100,1
39,4779,phishing,95,1
40,4780,phishing,99,1
41,1875,phishing,100,1
42,1347,phishing,100,1
43,1345,phishing,100,1
44,1757,phishing,100,1
45,1754,phishing,100,1
46,3255,phishing,99,1
47,3256,phishing,95,1
48,3254,phishing,100%,1
49,4681,phishing,95,1
