,mail_id,label,prob,true_label
0,1405,legit,10,1
1,1276,phishing,99,1
2,483,phishing,100%,1
3,721,phishing,99,1
4,722,phishing,99,1
5,723,phishing,100,1
6,2037,phishing,100,1
7,41,phishing,95,1
8,1329,phishing,99,1
9,3234,phishing,95,1
10,3232,phishing,100,1
11,3056,phishing,100,1
12,3055,phishing,99,1
13,2130,phishing,100,1
14,2126,phishing,100,1
15,2128,phishing,95,1
16,1212,phishing,95,1
17,5543,phishing,95,1
18,5551,phishing,95,1
19,5557,phishing,95,1
20,5540,phishing,95,1
21,5536,phishing,95,1
22,5547,phishing,85,1
23,5535,phishing,95,1
24,5545,phishing,95,1
