,mail_id,label,prob,true_label
0,3949,phishing,85,0
1,3948,phishing,85,0
2,3947,legit,5%,0
3,3946,legit,5%,0
4,3945,phishing,85%,0
5,3944,legit,5,0
6,3943,phishing,85%,0
7,3942,legit,5%,0
8,3941,legit,5,0
9,3940,legit,10%,0
10,3939,legit,5%,0
11,3935,legit,5%,0
12,3938,legit,10%,0
13,3937,legit,10%,0
14,3117,legit,5,0
15,2881,legit,5,0
16,3696,legit,5,0
17,2879,legit,5%,0
18,3695,legit,5,0
19,3114,legit,5,0
20,3118,legit,5,0
21,3116,legit,10%,0
22,3694,legit,5,0
23,4025,legit,5,0
24,3115,legit,5%,0
