,mail_id,label,prob,true_label
0,5339,phishing,95,1
1,706,phishing,95%,1
2,131,phishing,95,1
3,327,phishing,95,1
4,4736,phishing,90,1
5,1109,phishing,85,1
6,3091,phishing,95,1
7,266,phishing,90,1
8,2722,phishing,100,1
9,2721,phishing,95,1
10,4934,phishing,100,1
11,4932,phishing,95,1
12,4936,phishing,95,1
13,4928,legit,10,1
14,4930,phishing,95,1
15,4926,legit,5,1
16,4933,phishing,85,1
17,4920,phishing,85,1
18,4924,phishing,95,1
19,4921,phishing,100,1
20,1929,phishing,100,1
21,1928,phishing,100,1
22,457,phishing,95,1
23,1362,phishing,99,1
24,1826,phishing,100,1
