,mail_id,label,prob,true_label
0,1012,phishing,99,1
1,1010,phishing,100,1
2,2122,phishing,100%,1
3,2119,phishing,99,1
4,2117,phishing,100,1
5,2118,phishing,100,1
6,5519,phishing,95,1
7,5515,phishing,95,1
8,5522,phishing,100,1
9,5539,phishing,95,1
10,5507,phishing,95,1
11,5517,phishing,90%,1
12,5518,phishing,95,1
13,5514,phishing,95,1
14,5493,phishing,95,1
15,5510,phishing,95,1
16,5530,phishing,95,1
17,5511,phishing,95,1
18,5520,phishing,95,1
19,5499,phishing,95,1
20,5503,phishing,95,1
21,5516,phishing,95%,1
22,5509,phishing,100,1
23,5478,phishing,85,1
24,5505,phishing,95,1
