,mail_id,label,prob,true_label
0,117,phishing,100,1
1,5059,phishing,95,1
2,5056,phishing,85,1
3,5060,phishing,95,1
4,5051,phishing,95%,1
5,2287,phishing,100,1
6,917,phishing,85,1
7,1960,phishing,100%,1
8,2558,phishing,100%,1
9,2557,phishing,100,1
10,3172,phishing,99,1
11,3173,phishing,100,1
12,4606,phishing,95,1
13,1659,phishing,100,1
14,4669,phishing,95,1
15,960,phishing,95,1
16,4385,phishing,95,1
17,4315,phishing,95,1
18,4311,phishing,85,1
19,4689,phishing,95,1
20,147,phishing,95,1
21,4666,phishing,95,1
22,206,phishing,100,1
23,3005,phishing,100,1
24,3001,phishing,100,1
