,mail_id,label,prob,true_label
0,5020,phishing,95,1
1,5022,phishing,95,1
2,5024,phishing,95,1
3,5023,phishing,95,1
4,5031,phishing,95,1
5,5019,phishing,90,1
6,5015,phishing,95,1
7,5021,phishing,95,1
8,5016,phishing,95,1
9,1382,phishing,99,1
10,1381,phishing,100,1
11,387,phishing,95,1
12,912,phishing,85,1
13,2997,phishing,95,1
14,2996,phishing,100,1
15,2278,phishing,99%,1
16,831,phishing,100,1
17,573,phishing,100,1
18,4243,phishing,95,1
19,4248,phishing,95%,1
20,4260,phishing,85,1
21,4231,phishing,85,1
22,4234,phishing,95,1
23,4233,phishing,95,1
24,2550,phishing,100,1
