,mail_id,label,prob,true_label
0,4647,phishing,95,1
1,5743,phishing,95,1
2,5741,phishing,95,1
3,4297,phishing,85,1
4,567,phishing,95,1
5,776,phishing,95%,1
6,4778,phishing,95,1
7,4777,phishing,95,1
8,4772,phishing,95,1
9,4776,phishing,100,1
10,1184,phishing,85,1
11,714,phishing,95,1
12,5725,phishing,95,1
13,5733,phishing,85,1
14,5717,phishing,95,1
15,797,phishing,85,1
16,1432,phishing,95,1
17,354,phishing,95,1
18,2661,phishing,95,1
19,3246,phishing,99,1
20,4644,phishing,95,1
21,4642,phishing,95,1
22,4641,phishing,95,1
23,4640,phishing,95,1
24,4639,phishing,95,1
