,mail_id,label,prob,true_label
0,2073,legit,10,0
1,2132,legit,10,0
2,2075,legit,10,0
3,2109,legit,10,0
4,2076,legit,10,0
5,2119,legit,10,0
6,2088,phishing,90,0
7,2081,legit,10,0
8,2131,phishing,85,0
9,2097,legit,10,0
10,2091,legit,10,0
11,2126,legit,10,0
12,2098,legit,10,0
13,2101,legit,10,0
14,2118,legit,10,0
15,2129,legit,10,0
16,2138,legit,10%,0
17,2139,legit,10,0
18,2105,legit,10%,0
19,2083,legit,10,0
20,2071,legit,10,0
21,2072,legit,5,0
22,2117,legit,5,0
23,2069,legit,5,0
24,2067,legit,5%,0
