,mail_id,label,prob,true_label
0,2512,legit,0%,0
1,2647,legit,5%,0
2,2646,legit,0,0
3,2645,legit,5%,0
4,2643,legit,0%,0
5,2644,legit,5,0
6,2642,legit,5,0
7,2664,legit,5,0
8,2639,legit,5,0
9,2976,legit,5,0
10,2637,legit,0,0
11,3643,legit,5,0
12,2665,legit,5,0
13,2657,legit,5,0
14,3213,legit,5%,0
15,2636,legit,5,0
16,3400,legit,5%,0
17,3646,legit,5,0
18,3642,legit,5%,0
19,3778,legit,5%,0
20,2638,legit,5,0
21,3776,legit,5,0
22,3775,legit,5%,0
23,3777,legit,5%,0
24,3999,legit,10,0
25,1356,legit,5,0
26,962,legit,5%,0
27,1353,legit,5%,0
28,1376,legit,5,0
29,957,legit,5%,0
30,955,legit,5,0
31,1371,legit,5,0
32,224,legit,10%,0
33,1373,legit,5,0
34,1345,legit,5,0
35,1372,legit,5,0
36,1370,legit,5%,0
37,223,legit,5,0
38,1362,legit,5,0
39,1361,legit,5%,0
40,1339,legit,5,0
41,1357,legit,5%,0
42,1369,legit,5%,0
43,1337,legit,5,0
44,1366,legit,5%,0
45,344,legit,5,0
46,1335,legit,5,0
47,1365,legit,5,0
48,954,legit,5,0
49,1364,legit,5,0
50,3243,legit,5,0
51,2866,legit,1,0
52,3109,legit,5,0
53,2861,legit,5,0
54,3100,legit,5,0
55,2859,legit,5%,0
56,3103,legit,5,0
57,2860,legit,5,0
58,3488,legit,5,0
59,3098,legit,5%,0
60,2855,legit,0,0
61,2857,legit,5,0
62,2853,legit,0,0
63,2858,legit,5,0
64,2845,legit,0,0
65,2854,legit,5,0
66,2856,legit,5,0
67,2851,legit,5,0
68,2850,legit,5,0
69,2852,legit,5,0
70,2849,legit,5,0
71,2847,legit,5,0
72,2846,legit,5%,0
73,2844,legit,0%,0
74,2848,legit,5%,0
75,2843,legit,5,0
76,2842,legit,5%,0
77,2841,legit,5%,0
78,2840,legit,5,0
79,2839,legit,5,0
80,4022,legit,10%,0
81,2838,legit,5,0
82,2837,legit,5,0
83,2835,legit,0,0
84,2836,legit,0%,0
85,2862,legit,5,0
86,2833,legit,5,0
87,2832,legit,5,0
88,2829,legit,0%,0
89,2828,legit,5%,0
90,2830,legit,0%,0
91,4019,legit,10%,0
92,3486,legit,5,0
93,2827,legit,5,0
94,1745,legit,5,0
95,548,legit,5,0
96,547,legit,5,0
97,546,legit,5,0
98,1103,legit,0,0
99,1102,legit,5,0
100,1100,legit,5,0
101,993,legit,5,0
102,986,legit,5,0
103,544,legit,5%,0
104,991,legit,5%,0
105,990,legit,5,0
106,981,legit,5,0
107,989,legit,5,0
108,985,legit,5,0
109,1578,legit,5,0
110,987,legit,5%,0
111,983,legit,5%,0
112,988,legit,5%,0
113,1449,legit,5,0
114,539,legit,5,0
115,1777,legit,5,0
116,1776,legit,5,0
117,984,legit,5%,0
118,840,legit,5%,0
119,842,legit,5,0
120,841,phishing,75,0
121,838,legit,0,0
122,837,legit,10,0
123,4054,legit,5,0
124,1208,legit,5,0
125,1206,legit,5,0
126,1207,legit,5,0
127,1205,legit,5,0
128,833,legit,5,0
129,834,legit,5,0
130,1203,legit,5,0
131,286,legit,5,0
132,3993,legit,5%,0
133,276,legit,5,0
134,1169,legit,5%,0
135,268,legit,5%,0
136,1279,legit,5,0
137,293,legit,10,0
138,294,legit,10,0
139,292,legit,10%,0
140,161,legit,5%,0
141,160,legit,5,0
142,159,legit,5,0
143,278,legit,5,0
144,274,legit,5,0
145,150,legit,0,0
146,158,legit,10,0
147,157,legit,5,0
148,156,legit,5,0
149,155,legit,5%,0
150,153,legit,5,0
151,1168,legit,5,0
152,135,legit,5,0
153,1278,legit,5,0
154,1152,legit,5,0
155,165,legit,10%,0
156,146,legit,10,0
157,148,legit,10,0
158,147,legit,10,0
159,2340,legit,10,0
160,145,legit,10,0
161,2338,legit,5%,0
162,2330,legit,5,0
163,2337,legit,10,0
164,2344,legit,5,0
165,2345,legit,10,0
166,144,legit,10,0
167,143,legit,10,0
168,2339,legit,10,0
169,2328,legit,10,0
170,2336,legit,10,0
171,2334,legit,10%,0
172,142,legit,10,0
173,2331,legit,5,0
174,2333,legit,5,0
175,2341,legit,5,0
176,2322,legit,10,0
177,2332,legit,10%,0
178,2329,legit,10,0
179,2326,legit,5,0
180,141,legit,10,0
181,2343,legit,5,0
182,2323,legit,5,0
183,140,legit,10,0
184,2335,legit,5,0
185,2327,legit,5%,0
186,138,legit,10,0
187,2321,legit,10,0
188,139,legit,10,0
189,2342,legit,5,0
190,2325,legit,5,0
191,137,phishing,85,0
192,2320,legit,5,0
193,2324,legit,5,0
194,136,legit,5,0
195,129,legit,5,0
196,128,legit,5,0
197,1151,legit,5%,0
198,3241,legit,5,0
199,3236,legit,5,0
200,3239,legit,5,0
201,3238,legit,5,0
202,3237,legit,5,0
203,3806,legit,5,0
204,2744,legit,5%,0
205,2743,legit,5,0
206,3807,legit,5,0
207,2740,legit,5%,0
208,2739,legit,5,0
209,2738,legit,5,0
210,2737,legit,5%,0
211,2735,legit,5%,0
212,2733,legit,5,0
213,3434,legit,5,0
214,3235,legit,5%,0
215,3226,legit,5,0
216,3225,legit,5,0
217,1083,legit,5,0
218,1087,legit,5,0
219,1084,legit,5,0
220,4067,legit,10,0
221,1551,legit,5,0
222,1045,legit,5%,0
223,1769,legit,5,0
224,1770,legit,5,0
225,1209,legit,5,0
226,1142,legit,5,0
227,1141,legit,5,0
228,1204,legit,5,0
229,4090,legit,5,0
230,1140,legit,5,0
231,1503,phishing,85,0
232,832,legit,5,0
233,4089,legit,10%,0
234,2125,legit,10,0
235,2079,legit,10,0
236,2078,legit,10,0
