,mail_id,label,prob,true_label,outcome
0,1612,0,0.05,0,True
1,938,0,0.05,0,True
2,1300,0,0.05,0,True
3,1297,0,0.05,0,True
4,1298,0,0.05,0,True
5,1611,0,0.05,0,True
6,290,0,0.05,0,True
7,289,0,0.05,0,True
8,1610,0,0.05,0,True
9,272,0,0.05,0,True
10,1609,0,0.05,0,True
11,287,0,0.05,0,True
12,288,0,0.05,0,True
13,285,0,0.05,0,True
14,291,0,0.05,0,True
15,279,0,0.05,0,True
16,3440,0,0.05,0,True
17,3435,0,0.1,0,True
18,3438,1,0.85,0,False
19,3563,0,0.05,0,True
20,3437,0,0.05,0,True
21,2522,0,0.05,0,True
22,2519,0,0.05,0,True
23,3052,0,0.05,0,True
24,2521,0,0.05,0,True
25,2512,0,0.0,0,True
26,2647,0,0.05,0,True
27,2646,0,0.0,0,True
28,2645,0,0.0,0,True
29,2643,0,0.0,0,True
30,2644,0,0.05,0,True
31,2642,0,0.05,0,True
32,2664,0,0.05,0,True
33,2639,0,0.05,0,True
34,2976,0,0.05,0,True
35,2637,0,0.0,0,True
36,3643,0,0.05,0,True
37,2665,0,0.05,0,True
38,2657,0,0.05,0,True
39,3213,0,0.05,0,True
40,2636,0,0.05,0,True
41,3400,0,0.05,0,True
42,3646,0,0.05,0,True
43,3642,0,0.05,0,True
44,3778,0,0.05,0,True
45,2638,0,0.05,0,True
46,3776,0,0.05,0,True
47,3775,0,0.05,0,True
48,3777,0,0.05,0,True
49,3999,0,0.1,0,True
50,3243,0,0.05,0,True
51,2866,0,0.0,0,True
52,3109,0,0.05,0,True
53,2861,0,0.05,0,True
54,3100,0,0.05,0,True
55,2859,0,0.05,0,True
56,3103,0,0.05,0,True
57,2860,0,0.05,0,True
58,3488,0,0.05,0,True
59,3098,0,0.05,0,True
60,2855,0,0.05,0,True
61,2857,0,0.05,0,True
62,2853,0,0.0,0,True
63,2858,0,0.05,0,True
64,2845,0,0.05,0,True
65,2854,0,0.05,0,True
66,2856,0,0.05,0,True
67,2851,0,0.05,0,True
68,2850,0,0.05,0,True
69,2852,0,0.0,0,True
70,2849,0,0.05,0,True
71,2847,0,0.05,0,True
72,2846,0,0.05,0,True
73,2844,0,0.0,0,True
74,2848,0,0.05,0,True
75,2843,0,0.05,0,True
76,2842,0,0.05,0,True
77,2841,0,0.05,0,True
78,2840,0,0.05,0,True
79,2839,0,0.05,0,True
80,4022,0,0.1,0,True
81,2838,0,0.05,0,True
82,2837,0,0.0,0,True
83,2835,0,0.05,0,True
84,2836,0,0.0,0,True
85,2862,0,0.05,0,True
86,2833,0,0.05,0,True
87,2832,0,0.05,0,True
88,2829,0,0.0,0,True
89,2828,0,0.05,0,True
90,2830,0,0.0,0,True
91,4019,0,0.05,0,True
92,3486,0,0.1,0,True
93,2827,0,0.05,0,True
94,1745,0,0.05,0,True
95,548,0,0.05,0,True
96,547,0,0.05,0,True
97,546,0,0.05,0,True
98,1103,0,0.05,0,True
