,mail_id,label,prob,true_label
0,1118,phishing,85,1
1,3113,phishing,95,1
2,3110,phishing,95,1
3,4696,legit,10,1
4,4695,phishing,95,1
5,4697,phishing,95,1
6,2766,phishing,95,1
7,2765,legit,5,1
8,3311,phishing,99,1
9,1511,phishing,95,1
10,119,phishing,95,1
11,118,phishing,100,1
12,5078,phishing,95,1
13,5072,legit,5,1
14,1061,phishing,95,1
15,1961,phishing,95,1
16,4282,phishing,85,1
17,4257,phishing,95%,1
18,2561,phishing,95,1
19,2560,phishing,99,1
20,1286,phishing,95,1
21,1170,legit,5,1
22,209,phishing,95,1
23,207,phishing,95,1
24,4610,phishing,85,1
