,mail_id,label,prob,true_label
0,1881,phishing,100,1
1,256,phishing,100,1
2,1350,phishing,100,1
3,483,phishing,99,1
4,1032,phishing,100%,1
5,3260,phishing,100%,1
6,2946,phishing,100,1
7,2182,phishing,100,1
8,2184,phishing,100,1
9,2181,phishing,100,1
10,2180,phishing,100,1
11,2177,phishing,100,1
12,529,phishing,100,1
13,530,phishing,100,1
14,528,phishing,100%,1
15,2906,phishing,100,1
16,5758,phishing,100,1
17,5757,phishing,95,1
18,5739,phishing,99,1
19,660,phishing,100,1
20,673,phishing,100,1
21,2486,phishing,100,1
22,2483,phishing,100,1
23,3115,phishing,100,1
24,2773,phishing,100,1
25,1398,phishing,99,1
26,5103,phishing,99,1
27,5087,phishing,99,1
28,5102,phishing,100,1
29,5089,phishing,99,1
30,5081,phishing,100,1
31,1968,phishing,100,1
32,1967,phishing,100,1
33,1969,phishing,100,1
34,4329,phishing,95,1
35,2569,phishing,100,1
36,227,phishing,99,1
37,1291,phishing,100,1
38,1289,phishing,100,1
39,1288,phishing,100,1
