,mail_id,label,prob,true_label
0,1439,legit,10,0
1,1438,legit,5,0
2,1620,legit,5,0
3,1056,legit,5,0
4,874,legit,5,0
5,876,legit,10,0
6,1514,legit,5,0
7,871,legit,10,0
8,1235,legit,5,0
9,1227,legit,5,0
10,1230,legit,5,0
11,1603,legit,5,0
12,1229,legit,5,0
13,1602,legit,5,0
14,1605,legit,5,0
15,1225,legit,5,0
16,1604,legit,5,0
17,865,legit,10,0
18,863,legit,5,0
19,1601,legit,5,0
20,1599,legit,5,0
21,1607,legit,5,0
22,1384,legit,5,0
23,56,legit,5,0
24,55,legit,10,0
25,1403,legit,5,0
26,1281,legit,5,0
27,57,legit,5,0
28,54,legit,5,0
29,1383,legit,5,0
30,1385,legit,5,0
31,53,legit,5,0
32,52,legit,0%,0
33,51,legit,5,0
34,50,legit,5%,0
35,1608,legit,5,0
36,46,legit,0%,0
37,1043,legit,5,0
38,1042,legit,5,0
39,1550,legit,5,0
40,1381,legit,5,0
41,1380,legit,5,0
42,1040,legit,5%,0
43,1391,legit,5%,0
44,1606,legit,5,0
45,1041,legit,5,0
46,365,legit,10,0
47,1374,legit,5,0
48,1387,legit,5,0
49,1386,legit,5,0
