,mail_id,label,prob,true_label
0,153,phishing,100%,0
1,1168,phishing,95,0
2,135,phishing,95,0
3,1278,phishing,95,0
4,1152,phishing,95,0
5,165,phishing,100%,0
6,146,phishing,95,0
7,148,phishing,95,0
8,147,phishing,100,0
9,2340,phishing,95,0
10,145,phishing,95,0
11,2338,phishing,100,0
12,2330,phishing,95,0
13,2337,phishing,95,0
14,2344,phishing,95,0
15,2345,phishing,95,0
16,144,phishing,95,0
17,143,phishing,95,0
18,2339,phishing,95,0
19,2328,phishing,95,0
20,2336,phishing,100,0
21,2334,phishing,95,0
22,142,phishing,95,0
23,2331,phishing,95,0
24,2333,phishing,95,0
