,mail_id,label,prob,true_label
0,5467,phishing,99,1
1,5474,phishing,100,1
2,5437,phishing,100,1
3,5438,phishing,99,1
4,5463,phishing,100,1
5,5461,phishing,99,1
6,5450,phishing,100,1
7,5449,phishing,100%,1
8,5464,phishing,100,1
9,5442,phishing,100%,1
10,5466,phishing,100,1
11,5489,phishing,100,1
12,5445,phishing,100,1
13,5446,phishing,100,1
14,5441,phishing,99,1
15,5459,phishing,100,1
16,5415,phishing,100,1
17,5422,phishing,100%,1
18,5452,phishing,100,1
19,5431,phishing,100%,1
20,5412,phishing,100%,1
21,5409,phishing,100,1
22,5462,phishing,100,1
23,5405,phishing,99,1
24,5421,phishing,100%,1
