,mail_id,label,prob,true_label
0,4093,phishing,95,1
1,4092,phishing,95,1
2,3145,phishing,99,1
3,1411,phishing,99,1
4,1410,phishing,99%,1
5,317,phishing,100,1
6,1263,phishing,85,1
7,4457,phishing,95,1
8,368,phishing,95,1
9,632,legit,5,1
10,2360,phishing,99,1
11,2363,phishing,100,1
12,2362,phishing,100,1
13,2359,phishing,95,1
14,2006,phishing,100,1
15,4744,phishing,90,1
16,4444,phishing,95,1
17,4451,phishing,85,1
18,4443,phishing,95,1
19,4441,phishing,95%,1
20,4440,phishing,95,1
21,4438,phishing,95,1
22,4436,phishing,95,1
23,4434,phishing,95,1
24,4464,phishing,100,1
25,4433,phishing,100%,1
26,2626,phishing,100,1
27,2625,phishing,99,1
28,2623,phishing,100,1
29,2622,phishing,100,1
30,2621,phishing,100,1
31,2620,phishing,100,1
32,1311,phishing,99,1
33,1310,phishing,100,1
34,3213,phishing,99,1
35,3212,phishing,99,1
36,599,phishing,100,1
37,3033,phishing,100,1
38,356,phishing,100%,1
39,637,phishing,100,1
40,635,phishing,100,1
41,5221,phishing,90,1
42,4126,phishing,95,1
43,5224,phishing,90,1
44,5225,phishing,85,1
45,5227,phishing,95,1
46,5226,phishing,95,1
47,5215,phishing,85,1
48,5230,phishing,95,1
49,5220,phishing,95,1
