,mail_id,label,prob,true_label
0,4498,phishing,95,1
1,4501,phishing,95,1
2,4502,phishing,95,1
3,1269,phishing,90,1
4,1322,phishing,100,1
5,3228,phishing,99,1
6,3226,phishing,100,1
7,45,phishing,100,1
8,3050,phishing,100,1
9,3049,phishing,85,1
10,3048,phishing,100,1
11,893,phishing,95,1
12,891,phishing,95,1
13,1001,phishing,100,1
14,2108,phishing,100,1
15,5426,phishing,95,1
16,5411,phishing,95,1
17,5410,phishing,85,1
18,5451,phishing,95,1
19,5423,phishing,95,1
20,5419,phishing,95,1
21,5416,phishing,95,1
22,5414,phishing,85,1
23,5444,phishing,95,1
24,5400,phishing,100,1
25,5399,legit,10,1
26,5418,phishing,95%,1
27,5396,phishing,95%,1
28,5402,phishing,95,1
29,5392,phishing,95%,1
30,5408,phishing,90,1
31,5391,phishing,99,1
32,5388,phishing,100,1
33,5378,phishing,95,1
34,5394,phishing,95,1
35,5362,phishing,95,1
36,5361,phishing,95,1
37,5398,phishing,85,1
38,5384,phishing,95,1
39,5372,phishing,95,1
40,5376,phishing,95,1
41,5375,phishing,95,1
42,5363,phishing,95,1
43,5373,phishing,95,1
44,5406,phishing,95,1
45,5368,phishing,95,1
46,5357,phishing,85,1
47,5336,phishing,95,1
48,5356,phishing,95,1
49,5379,phishing,100,1
