,mail_id,label,prob,true_label
0,1136,phishing,100,1
1,894,phishing,99,1
2,397,phishing,95,1
3,2705,phishing,95,1
4,1032,phishing,85,1
5,4826,phishing,85,1
6,4827,phishing,95,1
7,4829,phishing,95,1
8,4821,phishing,85,1
9,4822,phishing,95,1
10,4820,phishing,85,1
11,4816,phishing,85,1
12,4819,phishing,85,1
13,1896,phishing,95,1
14,1783,phishing,95,1
15,1038,phishing,95,1
16,603,phishing,85,1
17,2197,phishing,95,1
18,716,phishing,85,1
19,664,phishing,95,1
20,2493,phishing,95,1
21,3125,phishing,95,1
22,1395,phishing,99,1
23,197,phishing,85,1
24,3320,phishing,99%,1
