,mail_id,label,prob,true_label
0,1511,legit,5,0
1,1510,legit,5,0
2,1509,legit,5,0
3,1508,legit,5%,0
4,1507,legit,5%,0
5,1803,legit,5,0
6,1804,legit,5,0
7,1214,legit,5,0
8,1211,legit,5%,0
9,4085,legit,5,0
10,861,legit,5%,0
11,3865,legit,5,0
12,3863,phishing,85,0
13,3862,legit,5%,0
14,3861,legit,5%,0
15,270,legit,5,0
16,277,legit,5,0
17,281,legit,5,0
18,264,legit,5%,0
19,265,legit,5,0
20,260,legit,5,0
21,3992,legit,10,0
22,263,legit,5,0
23,258,legit,5,0
24,1537,phishing,85%,0
25,1280,legit,5,0
26,273,legit,5,0
27,167,legit,5%,0
28,164,phishing,95,0
29,162,legit,5,0
30,259,legit,5,0
31,154,legit,5,0
32,271,legit,0,0
33,152,legit,10%,0
34,1294,legit,5,0
35,1293,legit,5%,0
36,151,legit,5,0
37,1292,legit,5,0
38,1291,legit,5,0
39,166,phishing,85,0
40,149,legit,5,0
41,3994,phishing,85%,0
42,3047,legit,5%,0
43,2742,legit,5,0
44,3046,legit,5,0
45,3045,legit,5,0
46,3808,legit,5,0
47,3814,legit,5,0
48,3811,legit,5,0
49,2745,legit,5,0
