,mail_id,label,prob,true_label
0,1612,legit,5,0
1,938,legit,5%,0
2,1300,legit,5,0
3,1297,legit,5%,0
4,1298,legit,5%,0
5,1611,legit,5,0
6,290,legit,5,0
7,289,legit,5,0
8,1610,legit,5,0
9,272,legit,0,0
10,1609,legit,5,0
11,287,legit,5,0
12,288,legit,5,0
13,285,legit,5%,0
14,291,legit,5%,0
15,279,legit,5%,0
16,3440,legit,5,0
17,3435,legit,5%,0
18,3438,legit,10,0
19,3563,legit,5%,0
20,3437,legit,5,0
21,2522,legit,5,0
22,2519,legit,0%,0
23,3052,legit,5,0
24,2521,legit,5,0
25,2520,legit,0,0
26,3051,legit,0%,0
27,3050,legit,5%,0
28,2518,legit,5,0
29,3049,legit,5,0
30,3048,legit,5,0
31,1095,legit,5,0
32,1093,legit,5,0
33,1092,legit,5,0
34,1094,legit,5,0
35,1089,legit,0%,0
36,1088,legit,5,0
37,1090,legit,5%,0
38,1048,legit,5%,0
39,426,legit,5%,0
