,mail_id,label,prob,true_label
0,2096,legit,5,0
1,2128,legit,5,0
2,2090,legit,5,0
3,2068,legit,10%,0
4,2070,legit,10,0
5,2106,legit,5,0
6,2066,legit,10,0
7,2065,legit,10,0
8,2064,legit,5,0
9,831,legit,5%,0
10,1202,legit,5,0
11,825,legit,5,0
12,1802,legit,5,0
13,1801,legit,5,0
14,1533,legit,5,0
15,411,legit,5%,0
16,3825,legit,5,0
17,2782,legit,5,0
18,3065,legit,5,0
19,2783,legit,0,0
20,2784,legit,5,0
21,2785,legit,5,0
22,2786,legit,5,0
23,3073,legit,5,0
24,3074,legit,5,0
25,3820,legit,5%,0
26,3077,legit,5,0
27,3463,legit,10,0
28,3076,legit,5,0
29,3070,legit,5,0
30,3082,legit,5,0
31,3072,legit,5%,0
32,3079,legit,5,0
33,3075,legit,5,0
34,3083,legit,5,0
35,3564,legit,10,0
36,3080,legit,5,0
37,3661,legit,5,0
38,3078,legit,5,0
39,2760,legit,0,0
40,2759,legit,0%,0
41,2758,legit,5,0
42,3081,legit,5,0
43,2752,legit,5,0
44,2747,legit,5,0
45,2750,legit,5,0
46,2787,legit,5,0
47,2753,legit,5,0
48,2757,legit,5,0
49,2755,legit,5,0
