,mail_id,label,prob,true_label
0,2340,phishing,95,1
1,1989,phishing,100,1
2,1988,phishing,100,1
3,1987,phishing,95,1
4,4360,phishing,85,1
5,4347,phishing,99,1
6,4358,phishing,95,1
7,2591,phishing,100%,1
8,2589,phishing,100,1
9,2588,phishing,100,1
10,238,phishing,95,1
11,1301,phishing,95,1
12,225,phishing,100,1
13,43,phishing,100,1
14,568,phishing,95,1
15,453,phishing,100,1
16,2854,phishing,100,1
17,2853,phishing,99,1
18,2852,phishing,100,1
19,1174,phishing,99%,1
20,1173,phishing,100%,1
21,1382,phishing,95,1
22,1127,phishing,85,1
23,5652,phishing,95,1
24,5653,phishing,95,1
25,5648,phishing,85%,1
26,5636,phishing,95,1
27,892,phishing,99,1
28,2691,phishing,99,1
29,1767,phishing,100,1
30,3263,phishing,95,1
31,2949,phishing,100%,1
32,2948,phishing,100,1
33,2947,phishing,100,1
34,2191,phishing,100%,1
35,2190,phishing,100%,1
36,2187,phishing,100,1
37,532,phishing,100,1
38,531,phishing,100,1
39,416,phishing,95,1
40,1656,phishing,100,1
41,1065,phishing,95,1
42,5768,phishing,95%,1
43,5776,phishing,95,1
44,662,phishing,100%,1
45,3117,phishing,100,1
46,303,phishing,100,1
47,312,phishing,100,1
48,448,phishing,100,1
49,687,phishing,100%,1
