,mail_id,label,prob,true_label
0,1409,phishing,95,0
1,415,phishing,95,0
2,2471,phishing,95,0
3,2466,phishing,95,0
4,2464,phishing,95,0
5,2462,phishing,95,0
6,2458,phishing,95,0
7,2457,phishing,95,0
8,2456,phishing,95%,0
9,2455,phishing,95,0
10,2454,phishing,95,0
11,3860,phishing,95%,0
12,3026,phishing,95,0
13,3214,phishing,95,0
14,3024,phishing,95,0
15,2668,phishing,95,0
16,2667,phishing,95,0
17,3025,phishing,95,0
18,2662,phishing,95,0
19,3648,phishing,95,0
20,2666,phishing,95,0
21,2669,phishing,95,0
22,3215,phishing,95%,0
23,3408,phishing,95,0
24,3647,phishing,95,0
