,mail_id,label,prob,true_label
0,2104,phishing,95,1
1,2105,phishing,95,1
2,1209,phishing,85,1
3,5318,phishing,85,1
4,5367,legit,10,1
5,5403,phishing,85,1
6,5333,phishing,95%,1
7,5371,phishing,95,1
8,5365,phishing,95,1
9,5364,phishing,95,1
10,5390,phishing,85,1
11,5359,phishing,95%,1
12,5395,phishing,85,1
13,5349,phishing,85,1
14,5366,phishing,95,1
15,5360,phishing,85,1
16,5346,phishing,95,1
17,5355,legit,10%,1
18,5353,phishing,85,1
19,5354,phishing,95,1
20,5341,phishing,85,1
21,5358,phishing,85,1
22,5385,phishing,90,1
23,5382,phishing,90,1
24,5381,phishing,85,1
