,mail_id,label,prob,true_label
0,2164,legit,5,0
1,2143,legit,5,0
2,2153,legit,5,0
3,2160,legit,5%,0
4,2155,legit,5,0
5,2168,legit,5,0
6,2142,legit,5,0
7,2161,legit,5,0
8,2141,legit,5,0
9,1512,legit,0%,0
10,1511,legit,0%,0
11,1510,legit,0%,0
12,1509,legit,0,0
13,1508,legit,0,0
14,1507,legit,0%,0
15,1803,legit,5,0
16,1804,legit,5,0
17,1214,legit,5,0
18,1211,legit,5,0
19,4085,legit,0%,0
20,861,legit,5%,0
21,3865,legit,5,0
22,3863,legit,5%,0
23,3862,legit,5%,0
24,3861,legit,5%,0
25,270,legit,5%,0
26,277,legit,5,0
27,281,legit,5%,0
28,264,legit,0,0
29,265,legit,5,0
30,260,legit,5,0
31,3992,legit,5,0
32,263,legit,5,0
33,258,legit,5,0
34,1537,legit,10%,0
35,1280,legit,5,0
36,273,legit,0,0
37,167,legit,5,0
38,164,phishing,90,0
39,162,legit,5,0
