,mail_id,label,prob,true_label
0,5112,phishing,95,1
1,5099,phishing,85,1
2,5106,phishing,95,1
3,5101,phishing,95,1
4,2296,phishing,100,1
5,1062,phishing,99,1
6,4565,phishing,85,1
7,4292,phishing,95,1
8,4291,phishing,100,1
9,2571,phishing,100%,1
10,2570,phishing,100,1
11,14,legit,10%,1
12,3181,phishing,95,1
13,4619,phishing,95,1
14,1667,phishing,99,1
15,579,phishing,99,1
16,2834,phishing,99,1
17,2831,phishing,99,1
18,496,phishing,100,1
19,3062,phishing,95,1
20,3063,phishing,95,1
21,143,phishing,95,1
22,64,phishing,95,1
23,2396,phishing,100%,1
24,887,phishing,100,1
25,2669,phishing,100,1
26,4745,phishing,95%,1
27,1853,phishing,100,1
28,1024,phishing,99,1
29,1022,phishing,99,1
30,1023,phishing,99,1
31,3252,phishing,99,1
32,164,phishing,100,1
33,162,phishing,100,1
34,731,phishing,95,1
35,2934,phishing,99,1
36,2148,phishing,100%,1
37,2145,phishing,100,1
38,2144,phishing,100,1
39,788,phishing,100,1
40,997,phishing,100,1
41,2899,phishing,95,1
42,1626,phishing,100,1
43,5642,phishing,85,1
44,5646,phishing,95,1
45,5654,phishing,95,1
46,521,phishing,95,1
47,5772,legit,10%,1
48,4296,legit,10,1
49,4656,phishing,95,1
