,mail_id,label,prob,true_label
0,1409,legit,5%,0
1,415,legit,5%,0
2,2471,legit,0%,0
3,2466,legit,5,0
4,2464,legit,5,0
5,2462,legit,0,0
6,2458,legit,10,0
7,2457,legit,5,0
8,2456,legit,5,0
9,2455,legit,5%,0
10,2454,legit,5%,0
11,3860,legit,5%,0
12,3026,legit,5%,0
13,3214,legit,5,0
14,3024,legit,5%,0
15,2668,legit,0%,0
16,2667,legit,5%,0
17,3025,legit,5,0
18,2662,legit,0,0
19,3648,legit,5,0
20,2666,legit,5%,0
21,2669,legit,5,0
22,3215,legit,5,0
23,3408,legit,5,0
24,3647,legit,5%,0
25,2663,legit,0%,0
26,2658,legit,5,0
27,2659,legit,0,0
28,3023,legit,5%,0
29,2656,legit,0,0
30,2661,legit,0,0
31,2655,legit,5,0
32,2961,phishing,85,0
33,3404,legit,5%,0
34,2660,legit,5%,0
35,2654,legit,5,0
36,2653,legit,5,0
37,3645,legit,5,0
38,3403,legit,5,0
39,2652,legit,5,0
40,2650,legit,0,0
41,2651,legit,0,0
42,2649,legit,5,0
43,3216,legit,5,0
44,3405,legit,5,0
45,2648,legit,0,0
46,3402,legit,5,0
47,3401,legit,5%,0
48,2641,legit,0%,0
49,2640,legit,0,0
